title,control_title,Mod,priority,Recommendation Steps/Approach,COST,Unnamed: 6
Security,Database logging should be enabled,AWS Well-Architected Framework,p1,Enable database logging. Steps: 1. Review database settings. 2. Enable logging features as needed. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,Logging should be enabled on AWS WAFv2 regional and global web access control list (ACLs),AWS Well-Architected Framework,p1,Ensure at least one trail is enabled with security best practices. Steps: 1. Review CloudTrail settings. 2. Enable security best practice configurations. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-best-practices.html,Cost: None/$0 ,
Security,At least one trail should be enabled with security best practices,AWS Well-Architected Framework,p1,Ensure AWS Config is enabled. Steps: 1. Review AWS Config settings. 2. Enable AWS Config if not already enabled. # REF:https://docs.aws.amazon.com/config/latest/developerguide/what-is-aws-config.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework,p1,Automate response to events. Steps: 1. Set up AWS Lambda functions or SNS notifications. 2. Define response actions. Cost: Variable depending on services used.  REF:https://docs.aws.amazon.com/lambda/latest/dg/with-sns.html,Cost: None/$0 ,
Security,AWS Config should be enabled,AWS Well-Architected Framework,p1,Ensure AWS Config is enabled. Steps: 1. Navigate to AWS Config settings in the AWS Management Console. 2. Enable AWS Config. # REF:https://docs.aws.amazon.com/config/latest/developerguide/what-is-aws-config.html,Cost: None/$0 ,
Security,BP03 Automate response to events,AWS Well-Architected Framework,p1,Automate response to events. Steps: 1. Set up AWS Lambda functions or SNS notifications. 2. Define response actions to events. Cost: Variable depending on services used.  REF:https://docs.aws.amazon.com/lambda/latest/dg/with-sns.html,Cost: None/$0 ,
Security,Elasticsearch domain should send logs to CloudWatch,AWS Well-Architected Framework,p1,Ensure Elasticsearch domains send logs to CloudWatch. Steps: 1. Review domain settings. 2. Enable log shipping to CloudWatch if not enabled. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-logs.html,Cost: None/$0 ,
Security,ELB application and classic load balancer logging should be enabled,AWS Well-Architected Framework,p1,Enable logging for ELB application and classic load balancers. Steps: 1. Navigate to load balancer settings. 2. Enable access logs. # REF:https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-access-logs.html,Cost: None/$0 ,
Security,At least one multi-region AWS CloudTrail should be present in an account,AWS Well-Architected Framework,p1,Ensure at least one multi-region AWS CloudTrail is present. Steps: 1. Review CloudTrail settings. 2. Create a multi-region trail if none exists. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html,Cost: None/$0 ,
Security,Database logging should be enabled,AWS Well-Architected Framework,p1,Enable database logging. Steps: 1. Review database settings. 2. Enable logging features as needed. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,Logging should be enabled on AWS WAFv2 regional and global web access control list (ACLs),AWS Well-Architected Framework,p1,Ensure logging is enabled on AWS WAFv2 regional and global web access control list (ACLs). Steps: 1. Review WAF settings. 2. Enable logging if not already enabled. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/logging.html,Cost: None/$0 ,
Security,At least one trail should be enabled with security best practices,AWS Well-Architected Framework,p1,Ensure at least one trail is enabled with security best practices. Steps: 1. Review CloudTrail settings. 2. Enable security best practice configurations. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-best-practices.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework,p1,Ensure AWS Redshift audit logging is enabled. Steps: 1. Review Redshift settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/caudit.html,Cost: None/$0 ,
Security,ES domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure ES domains are in a VPC. Steps: 1. Review Elasticsearch domain settings. 2. Ensure it is configured to run within a VPC. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Cost: None/$0 ,
Security,OpenSearch domains should be in a VPC,AWS Well-Architected Framework,p1,Ensure OpenSearch domains are in a VPC. Steps: 1. Review OpenSearch domain settings. 2. Ensure it is configured to run within a VPC. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/domain-vpc.html,Cost: None/$0 ,
Security,EC2 instances should be in a VPC,AWS Well-Architected Framework,p1,Ensure EC2 instances are in a VPC. Steps: 1. Review EC2 settings. 2. Ensure all instances are launched within a VPC. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/launching-instance.html,Cost: None/$0 ,
Security,Lambda functions should be in a VPC,AWS Well-Architected Framework,p1,Ensure Lambda functions are in a VPC. Steps: 1. Review Lambda settings. 2. Ensure functions are configured to run within a VPC. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,AWS Redshift enhanced VPC routing should be enabled,AWS Well-Architected Framework,p1,Ensure AWS Redshift enhanced VPC routing is enabled. Steps: 1. Review Redshift settings. 2. Enable enhanced VPC routing if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/enhanced-vpc-routing.html,Cost: None/$0 ,
Security,ELB application load balancers should have Web Application Firewall (WAF) enabled,AWS Well-Architected Framework,p1,"Enabling AWS WAF for ALB  helps to  protect web applications from common web threats like SQL injection, cross-site scripting (XSS), and DDoS attacks  , refer the links for implementation https://aws.amazon.com/blogs/aws/aws-web-application-firewall-waf-for-application-load-balancers/ and https://jadhavrohit.medium.com/integrating-aws-waf-with-aws-application-load-balancer-69377f946743  REF:",Cost: None/$0 ,
Security,API Gateway stage should be associated with waf,AWS Well-Architected Framework,p1,Ensure API Gateway stage is associated with AWS WAF. Steps: 1. Review API Gateway settings. 2. Associate with WAF to filter traffic. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-web-application-firewall.html,Cost: None/$0 ,
Security Hub,AWS Security Hub should be enabled for an AWS Account,Compliance,p1,Ensure AWS Security Hub is enabled for an AWS account. Steps: 1. Go to the Security Hub console. 2. Enable Security Hub for the account. https://docs.aws.amazon.com/securityhub/latest/userguide/securityhub-setup.html,Cost: None/$0 ,
Step Functions,Step Functions state machines should have logging turned on,Compliance,p1,"Step Functions state machines should have logging turned on: 1. Access the AWS Step Functions console. 2. Select the state machine to edit. 3. In the settings, enable CloudWatch logging to capture execution details. https://docs.aws.amazon.com/step-functions/latest/dg/cloudwatch-logging.html",Cost: None/$0 ,
VPC,VPC default security group should not allow inbound and outbound traffic,Compliance,p1,"open the VPC console, select the default security group, edit both inbound and outbound rules to remove all existing rules, and save the changes or create a new secuirirty group.
Reference: https://docs.aws.amazon.com/vpc/latest/userguide/creating-security-groups.html",Cost: None/$0 ,
VPC,VPCs should exist in multiple regions,Compliance,p1,"VPCs should exist in multiple regions: 1. Review your current VPC configurations to ensure that you have VPCs deployed across multiple regions. 2. If not, create additional VPCs in other regions as needed for redundancy and availability. https://docs.aws.amazon.com/vpc/latest/userguide/what-is-amazon-vpc.html",Cost: None/$0 ,
VPC,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,Compliance,p1,"Restrict traffic from anywhere (both IPv4: 0.0.0.0/0 and IPv6: ::/0) and allow only from specific IP addresses and port numbers
Reference: https://docs.aws.amazon.com/vpc/latest/userguide/vpc-security-groups.html; https://docs.aws.amazon.com/vpc/latest/userguide/vpc-security-groups.html",Cost: None/$0 ,
VPC,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,Compliance,p1,"To secure your VPC, review security groups and restrict unrestricted incoming traffic (0.0.0.0/0 or ::/0) to only authorized ports, such as 80 (HTTP) and 443 (HTTPS). Ensure all other ports are either closed or limited to specific IP addresses or private subnets for access control.
Reference: https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to cassandra ports 7199 or 9160 or 8888,Compliance,p1,"Restrict traffic from anywhere (both IPv4: 0.0.0.0/0 and IPv6: ::/0) and allow only from specific IP addresses
Open EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing access to these ports from 0.0.0.0/0 or ::/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to memcached port 11211,Compliance,p1,"VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to memcached port 11211. Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing access to port 11211 from 0.0.0.0/0 or ::/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to mongoDB ports 27017 and 27018,Compliance,p1,"VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to mongoDB ports 27017 and 27018. Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing access to ports 27017 and 27018 from 0.0.0.0/0 or ::/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to oracle ports 1521 or 2483,Compliance,p1,"VPC security groups should restrict ingress from 0.0.0.0/0 or ::/0 to oracle ports 1521 or 2483. Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing access to ports 1521 or 2483 from 0.0.0.0/0 or ::/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Review each security group's inbound rules and remove any rules that permit ingress traffic on remote administration ports from 0.0.0.0/0, replacing them with more specific IP addresses or CIDR ranges that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,Ensure no security groups allow ingress from ::/0 to remote server administration ports,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Review each security groups inbound rules and remove any rules that permit ingress traffic on remote administration ports from ::/0, replacing them with more specific IPv6 addresses or CIDR ranges that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Review each security groups inbound rules and remove any rules that permit ingress traffic from 0.0.0.0/0 for these ports, replacing them with more specific IP addresses or CIDR ranges that need access.
Reference: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/security-group-rules-reference.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress Kafka port access from 0.0.0.0/0,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Choose the relevant security group, review the inbound rules, and remove any rules that allow access to port 9092 from 0.0.0.0/0, replacing them with more specific IP addresses or CIDR ranges that require Kafka access.
Reference: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/security-group-rules-reference.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress kibana port access from 0.0.0.0/0,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Choose the relevant security group, review the inbound rules, and remove any rules that allow access to port 5601 from 0.0.0.0/0, replacing them with more specific IP addresses or CIDR blocks that need access to Kibana.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,Ensure no security groups allow ingress from 0.0.0.0/0 to port 3389,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Review each security groups inbound rules, and remove any rules that permit ingress traffic on port 3389 from 0.0.0.0/0, replacing them with more specific IP addresses or ranges that require RDP access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress redis access from 0.0.0.0/0,Compliance,p1,"Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing access to Redis (port 6379) from 0.0.0.0/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress SSH access from 0.0.0.0/0,Compliance,p1,"Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing SSH access (port 22) from 0.0.0.0/0, replacing them with specific IP addresses or CIDR ranges.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,VPC security groups should restrict ingress TCP and UDP access from 0.0.0.0/0,Compliance,p1,"Open the EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules allowing unrestricted TCP or UDP access from 0.0.0.0/0, replacing them with more specific IP addresses or CIDR blocks that require access.
Reference: https://docs.aws.amazon.com/securityhub/latest/userguide/ec2-controls.html",Cost: None/$0 ,
VPC,Security groups should not allow unrestricted access to ports with high risk,Compliance,p1,"Open EC2 dashboard and select ""Security Groups."" Review the inbound rules for each security group and remove any rules that permit ingress traffic from ::/0 for these ports, replacing them with more specific IPv6 addresses or CIDR ranges that require access.
Reference: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/security-group-rules-reference.html",Cost: None/$0 ,
WAFv2,Logging should be enabled on AWS WAFv2 regional and global web access control list (ACLs),Compliance,p1,"Go to AWS WAF in the AWS Management Console, select your Web ACL (regional or global). In the Logging and metrics tab, enable logging and choose an Amazon S3 bucket, Kinesis Data Firehose, or CloudWatch Logs as the destination for log storage.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/wafv2-logging-enabled.html",,
